,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail, UpperBound, LowerBound, BasePeriod, Source,FootNote,Nature,Units,[Age],[Cities],[Disability status],[Education level],[IHR Capacity],[Level/Status],[Location],[Migratory status],[Mode of transportation],[Name of international institution],[Name of non-communicable disease],[Policy Domains],[Quantile],[Reporting Type],[Sex],[Type of occupation],[Type of product],[Type of skill],[Type of speed]
929873,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,1974,90.00,1974,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929874,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,1978,91.46,1978,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929875,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,1979,87.06,1979,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929876,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,1981,86.50,1981,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929877,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,1983,83.33,1983,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929878,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,1985,81.82,1985,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929879,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,1987,75.39,1987,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929880,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,1989,73.16,1989,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929881,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,1990,81.38,1990,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929882,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,1992,75.23,1992,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929883,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,1995,72.96,1995,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929884,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,1997,76.36,1997,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929885,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,2000,72.56,2000,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929886,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,2004,75.63,2004,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929887,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,2006,72.03,2006,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929888,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,2008,67.01,2008,,,,FAO. 2012. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929889,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,2009,70.05,2009,,,,FAO. 2014. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929890,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,2011,71.26,2011,,,,FAO. 2016. The State of World Fisheries and Aquaculture 2016 - Contributing to food security and nutrition for all. Rome. (http://www.fao.org/3/a-i5555e.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929891,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,2013,68.64,2013,,,,FAO. 2018. The State of World Fisheries and Aquaculture 2018 - Meeting the sustainable development goals. Rome.  (http://www.fao.org/3/I9540EN/i9540en.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929892,14,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),1,World,2015,66.90,2015,,,,FAO. 2018. The State of World Fisheries and Aquaculture 2018 - Meeting the sustainable development goals. Rome.  (http://www.fao.org/3/I9540EN/i9540en.pdf). Values were produced according to the methodology cited in FAO. 2011a. Review of the state of world marine fishery resources. FAO Fisheries and Aquaculture Technical Paper No. 569. Rome. (http://www.fao.org/docrep/015/i2389e/i2389e.pdf).,,G,PERCENT,,,,,,,,,,,,,,G,,,,,
929893,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2000,3145820.9035,2000,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929894,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2001,3343179.29548,2001,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929895,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2002,4230316.22581,2002,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929896,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2003,4263177.55005,2003,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929897,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2004,4360285.71479,2004,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929898,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2005,4445056.89195,2005,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929899,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2006,6046286.86896,2006,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929900,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2007,7208862.62825,2007,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929901,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2008,7558791.46696,2008,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929902,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2009,9206350.02351,2009,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929903,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2010,10268938.55549,2010,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929904,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2011,10305407.10249,2011,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929905,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2012,14198760.92353,2012,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929906,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2013,14460934.30394,2013,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929907,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2014,15893724.98325,2014,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929908,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2015,16934942.0244,2015,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929909,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2016,19298510.82545,2016,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929910,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2017,22736729.92227,2017,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929911,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),1,World,2018,24229501.23495,2018,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929912,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),8,Albania,2018,304.39251,2018,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929913,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),12,Algeria,2018,110.26722,2018,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929914,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),16,American Samoa,2018,35457.57734,2018,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929915,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),24,Angola,2018,24.34117,2018,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929916,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),28,Antigua and Barbuda,2018,171.59498,2018,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929917,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),31,Azerbaijan,2018,345.44749,2018,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929918,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),32,Argentina,2018,41249.95475,2018,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929919,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),36,Australia,2018,3014642.64268,2018,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
929920,14,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),44,Bahamas,2018,47355.48699,2018,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.",C,KMSQ,,,,,,,,,,,,,,G,,,,,
